title,pub_date
" Google Shares Rise In First Day of Trading  In Google's first day of trading, investors bought, sold and flipped shares at a furious pace, with the price ending just above $100 -- 18 percent higher than where it started. The closing price gave the company a market valuation of more than $27 billion.   BUSINESS DAY, PAGE C1    United May End Its Pensions  United Airlines said it would most likely end its employee pension plans and replace them with less-generous benefits.   BUSINESS DAY, PAGE C1",2004-08-20T05:00:00+0000
"Standard & Poor's 500-stock index loses 3.94 points, falling to 1,091.23; Dow Jones industrial average drops 42.33 points, to 10,040.82; Nasdaq composite index drops 11.48 points, to 1,819.89; 10-year Treasury note gains 7/32, to 100 9/32; yield falls to 4.22 percent; graphs; table (M)",2004-08-20T05:00:00+0000
"People in Netherlands following Google's 'Dutch auction' of its shares wonder whether term is just another English put-down, on the order of 'Dutch treat,' 'Dutch courage' and 'Dutch uncle,' or long-overdue sign of respect for nation whose flower traders have successfully used this sales method for nearly a century; photo of Aalsmeer Flower Auction (M)",2004-08-20T05:00:00+0000
" Fantasy Leagues Attract Money From Advertisers  Fantasy sports leagues like those offered on Sportsline.com were among the first services to prove that consumers were willing to pay for online content. But now, free or low-cost services from AOL, NFL.com and even Best Buy are attracting advertising dollars and, potentially, driving down the price of content for everyone.     Over the next four weeks of N.F.L. pre-season games, the league will run television commercials featuring N.F.L. stars like Michael Strahan, above left, of the New York Giants, playing for fantasy football teams and answering to their fantasy league managers. Bob Tedeshi: E-Commerce Report. [Page C7.]",2004-08-23T05:00:00+0000
Google's success at going public at very attractive valuation while denying underwriters ostensibly unrelated profits they derive from ability to allocate shares in hot offerings shows stock auctions can work; underwriters apparently priced Google's Dutch auction low enough to insure that price would rise above offering price; unorthodox approach resulted in less flipping of shares in first day than was typical for technology shares in 1990's; table of hot technology offerings (M),2004-08-23T05:00:00+0000
"Op-Ed article by Matthew Hindman and Kenneth Neil Cukier says 95 percent of all Web searches in United States are handled by two companies, Google and Yahoo, either directly or through other sites that use their technology; says Google, whose shares started to trade publicly last week, holds world's largest index of Web content; says influence of search companies in determining what users worldwide can see and do online is breathtaking; says as Google begins its life as public company, question is how powerful it will be, how it uses its influence over information and, more broadly, what happens when so much control is placed in hands of companies like Google (M)",2004-08-23T05:00:00+0000
"Casino City Inc, which operates online casino directory, files suit challenging federal ban on advertisements for gambling Web sites; seeks declaratory judgment that such ads are constitutionally protected speech; photo (M)",2004-08-23T05:00:00+0000
Number of top Silicon Valley venture capitalists rue their failure to supply capital to Larry Page and Sergey Brin when they sought funds to expand their Google Internet portal; have watched as John Doerr and Michael Moritz turned $11 million to $12 million they each paid in June 1999 for 10 percent stakes in Google into $3 billion; some recall their concerns about working with founders (M),2004-08-23T05:00:00+0000
"About New York column profiles Doris and Arnold Blumberg, owner of Reference Pictures, treasure trove of photographs and drawings of anything and everything; company was started years ago by man known only as Moe; when he died in early 1980's, Blumberg, one of Moe's clients, bought archive; company is still considered valuable resource, even with advent of Internet; photo (M)",2004-08-25T05:00:00+0000
"Orion Multisystems, startup company in Santa Clara, Calif, is set to introduce new desktop workstation computer intended for engineers and scientists, one that is size of pizza box, has 12 processors and delivers about 10 times performance of standard desktop PC, while using about same amount of power; idea is throwback to early days of workstation computers, before shift away from specialized workstations and toward desktop PC's and cluster computers, which run software that needs lots of computing power; Orion believes sheer electrical power needs of today's high-performance computers are in its favor; photo (M)",2004-08-30T05:00:00+0000
THURSDAY,2004-08-30T05:00:00+0000
"The full text of remarks made by Governor George Pataki, as prepared for delivery.",2004-09-02T05:00:00+0000
"Following are excerpts from the speech by Gov. George E. Pataki last night at the Republican National Convention, as transcribed by The New York Times. The full transcription and video are at nytimes.com/campaign.",2004-09-03T05:00:00+0000
Mimi Sheraton article describes her favorite still lifes of food at Metropolitan Museum of Art; photos (L),2004-09-03T05:00:00+0000
Gov George E Pataki caps frenzied week playing host to Republican National Convention by introducing Pres Bush; photo (M),2004-09-03T05:00:00+0000
Online Diary column; Internet Archive is Web site founded by Brewster Kahle that aims to preserve Web pages; Nathan Hemenway's Web site features short animated films; Web site of photographs of George Bush doll doing yoga; photo; drawing (M),2004-09-09T05:00:00+0000
"America Online to offer new shopping Web site, In-Store, that will include elements of both traditional online shopping mall and comparison shopping engine as part of its revamped shopping section; site will let consumers research products side by side before buying; consumers have yet to fully embrace comparison shopping; graph of comparison sites (M)",2004-09-13T05:00:00+0000
"Hundreds of multinational companies have set up research and development laboratories in China in recent years; labs vary in size and ambition, but may help China grow as they multiply and expand from mostly user and copier of advanced technologies developed elsewhere into powerful incubator of its own; shift may eventually reshape applied research, jobs and policies in United States and other developed nations; concerns about protecting patents, retaining and training researchers and managing physical and cultural distances between China and headquarters threaten trend; graph of China's spending on applied research; photos (M)",2004-09-13T05:00:00+0000
,2004-09-14T05:00:00+0000
"Amazon.com plans to take aim at Google with advanced technology that company says will take Internet searches beyond mere retrieval of Web pages to let users more fully manage information they find; A9.com, start-up owned by Amazon, plans to make new version of its search service named A9.com available evening of Sept 15; service will offer users ability to store and edit bookmarks on A9.com central server computer, keep track of each link clicked on previous visits to Web page, and even make personal 'diary' notes on those pages for viewing on subsequent visits; A9.com chief executive Udi Manber, who created original A9 search service, comments; photo (M)",2004-09-15T05:00:00+0000
"Margo Jefferson Critic's Notebook column, first of occasional essays and pieces of criticism she plans to write about the avant garde (M)",2004-09-20T05:00:00+0000
Pfizer has begun advertising drive to inform consumer that it is not source of deluge of e-mail messages promoting its Viagra sex drug and to warn of dangers of ordering drugs from unlicensed online pharmacies; e-mail ads will not be part of drive; industry experts say spam backlash could be damaging e-mail advertising to formerly willing recipients as cost-effective marketing vehicle; e-mail advertising graph (M),2004-09-20T05:00:00+0000
"Small businesses, even fast-growing small companies, remain extremely cautious in how they add workers, calling into question belief that small companies are responsible for bulk of new jobs created in United States; both small companies and big corporations shed jobs from 2001 through 2003 and both are still wary about hiring; percentage of people who work at small companies has remained roughly constant over last decade; photos (special section, Small Business) (M)",2004-09-21T05:00:00+0000
,2004-09-22T05:00:00+0000
"Sharon Love, president at Promotion Network, is promoted to chief executive, succeeding Roger Winter, who becomes chairman; executive vice president Richard Feitler is promoted to president, succeeding Love; Penry Price is named Eastern sales director at New York office of Google, new post (S)",2004-09-23T05:00:00+0000
"Michelle Slatalla Online Shopper column on A9 from Amazon.com, search engine designed for shopper for big-ticket items purchased from Internet retailers; tracks personal search history so buyers can always recreate searches; drawing (M)",2004-09-23T05:00:00+0000
"Research analysts associated with five investment banks that managed Google's initial stock offering in August and forced it to lower offering price sharply release their first reports on company after required quiet period, valuing shares at more than 50 percent above offering price; stock price graph (M)",2004-09-29T05:00:00+0000
TV program Unscrewed is offbeat exploration of darker side of Internet culture; photo (m),2004-09-30T05:00:00+0000
"Vivismo plans to start Clusty, free, Internet consumer search service based on results from Yahoo's Overture engine; already offers search service for corporate customers, which clusters results into categories to make them easier to sort through; Clusty, which will be supported by advertising revenue, uses similar organizational structure; also presents series of tabs enabling user to see results from sources besides general Web; many search experts say clustering offers better way of looking at data than Google's page-ranking system (M)",2004-09-30T05:00:00+0000
"Halsey M Minor, founder of Cnet, one of more successful Internet enterprises of 1990's, plans to form $50 million venture fund, On Demand Venture Fund; will use only own money and invest in single category, firms that lease computer software over Internet; plans to invest between $500,000 and $20 million per start-up; strategy of making what he calls 'massive bets' on fledgling companies is astonishingly daring; his investment history noted; table of some of his winning and losing investments; photo (M)",2004-10-04T05:00:00+0000
"Success of Meetup Inc's Web site, which helps people with like interests find each other, has failed to spur rivals; company plans to revamp site, giving users bigger role in planning their offline meetings, to position it for further growth; continues to operate as if it is being pursued by competition; photo (M)",2004-10-04T05:00:00+0000
,2004-10-04T05:00:00+0000
"Private rocket ship called SpaceShipOne shoots into space and wins $10 million Ansari X aviation prize for its creators; craft reaches record altitude of 368,000 feet, or 69.7 miles, blasting past 337,600-foot altitude it reached last week; combination of rocket and glider was designed by Burt Rutan and financed by billionaire Paul G Allen, founders of Mojave Aerospace Ventures; private race for space has captured popular imagination, with its promise of wresting dream of human space flight away from NASA, which some private space boosters see as bloated and sluggish government monopoly; prize, which required two flights in two weeks, will be paid by special 'hole-in-one' insruance policy, common method of financing prize contests in which insurance company essentially bets against success; premium for policy was paid by Anousheh Ansari, telecommunications entrepreneur and board member of X Prize Foundation; $10 million award amounts to less than half of Allen's investment in project; photo (M)",2004-10-05T05:00:00+0000
,2004-10-05T05:00:00+0000
" Board Is Said Not to Vote On Chief's Plan for Lazard  The board of Lazard met in Paris but did not vote on a plan by its chief executive, Bruce Wasserstein, to take the firm public, two people close to the company said. Not all of the firm's working partners, who own 64 percent of the company, have signed off on the plan, they said.  ",2004-10-06T05:00:00+0000
"In August, in the days leading up to the Google public offering, David Menlow was among those warning investors that they should steer clear of the stock, which the company had declared worth $108 to $135 a share.     In one day, Mr. Menlow, president of the IPO Financial Network, a research firm, repeated the message no less than eight times in back-to-back TV appearances.  ",2004-10-06T05:00:00+0000
"Google Print, new search engine that allows consumers to search content of books online, may make it easier for publishers to sell books directly to consumers, sidestepping bookstores and online vendors like Amazon.com; publishers will be identified on page with search results, where they can easily insert themselves as one of links that users can use to buy books; do not have to pay to have their books included in Google's new program and will share in revenues Google generates by selling advertising on search pages; among participating publishers are Houghton Mifflin, Scholastic, Penguin, Warner Books and Hyperion; photo of Sergey Brin and Larry Page, Google founders (M)",2004-10-08T05:00:00+0000
 KPMG Divisions Agree To Settle Accounting Suits  The American and Belgian arms of KPMG International have agreed to pay $115 million to settle claims of accounting malpractice growing out of the collapse of a Belgian speech recognition software company.  ,2004-10-08T05:00:00+0000
"Mae Lee, like many other madams, coordinates her agency's business through cellphones and Internet; she operates her escort agency out of Jersey City apartment that she rented in old boyfriend's name; realm of dingy bordello and vengeful pimp is increasingly giving way to professionally run enterprises, many of them headed by women; her agency exists in netherworld created by cellphones, offshore Web servers and invented names; photo (M)",2004-10-12T05:00:00+0000
" Lobbying Frenzy Generates A Grab Bag of Tax Breaks  It was the biggest free-for-all in corporate lobbying that Congress has seen in nearly 20 years, and its final product was a tax bill, passed by the Senate on Monday, that offers giveaways to corporate titans like General Electric, shopping mall developers, wine distributors and even restaurants.    In Washington, the political logic of the process was in many ways predictable. What was not predictable was how brazen the frenzy would become. [Page A1.]    F.C.C. Fines Fox for Indecency  The Federal Communications Commission said it would fine 169 Fox television stations a total of $1.18 million for breaking indecency rules by showing an episode of ''Married by America.'' [C9.]    Federal Crackdown on Spyware  The Federal Trade Commission is going after spyware, bits of computer code that install themselves on the computers of Internet users to track or disrupt their online activities. Lydia Parnes of the commission's Bureau of Consumer Protection, left, announced a suit against one spyware distributor. [C10.]    Chiron Faces Government Inquiry  The Justice Department has started an investigation of Chiron, the company whose flu vaccine factory was shut down last week. [A14.]    Stocks Close Little Changed  The market opened lower but rebounded as oil prices eased. The Dow Jones industrial average fell 4.79 points, to 10,077.18, while the Standard & Poor's 500-stock index dropped 2.55 points, to 1,121.84. [C11.]    Medtronic to Pay $400 Million  A jury in Memphis said Medtronic's spinal products subsidiary should pay $400 million in punitive damages for violating agreements covering its use of surgical products invented by a doctor. [C10.]    Oracle Defends Motives in Court  The co-president of Oracle testified that its offer for PeopleSoft was more than a way to scare off a competitor's customers. [C10.]    Protest Over Boeing Contract  Lockheed Martin and BAE Systems filed protests over a contract to upgrade a transport plane that a former Air Force official has said was improperly awarded to Boeing. [C5.]    Court Upholds Phone Ruling  The Supreme Court upheld a decision that threw out federal regulations requiring regional Bell phone companies to lease access to their networks at discounted prices. [C11.]    Yahoo's Profit Nearly Triples  The $253 million profit by Yahoo met analysts' expectations and included $129 million related to its sale of shares in Google. Advertising, Yahoo's largest and fastest growing business segment, had a 212 percent increase in revenue from a year ago, defying worries that the market for Web ads had peaked. [C10.]    Lucrative Work in Tax Shelters  A tax partner in the Chicago office of a Dallas law firm earned about $19 million a year from 1999 through 2003 while designing and selling tax shelters, according to people who have seen related court documents. [C5.]  ",2004-10-13T05:00:00+0000
"Yahoo continued to ride growth of online advertising in third quarter, but more than half its profit in quarter came from success of its rival Google; reports profit of $253 million, nearly three times figure from year earlier; of that, $129 million came from its sale of Google shares during that company's initial public offering and tax breaks associated with sale; earned $124 million in quarter; revenue was $655 million, up 84 percent (M)",2004-10-13T05:00:00+0000
,2004-10-13T05:00:00+0000
"Hundreds of candidate-related domain names have been staked out by those hoping to cash in, either by selling items to people who stumble on sites or by selling domain names to candidates' parties; one monitoring service reports 871 registered Web addresses evoking Pres Bush's name and 733 using Sen Kerry's (M)",2004-10-14T05:00:00+0000
Google has just introduced its latest invention: software that applies its search technology to what is on your own hard drive.,2004-10-14T05:00:00+0000
,2004-10-14T05:00:00+0000
Michelle Slatalla Online Shopper column describes finding Halloween costume on Internet; Web sites noted; drawing (M),2004-10-14T05:00:00+0000
"Google introduces software that lets users search for files from their own computers, as well as Web, entering new area of competition with Microsoft; test version of Google Desktop Search feature is free and can be downloaded; MSN Internet unit of Microsoft is developing its own Web search engine (S)",2004-10-15T05:00:00+0000
" INTERNATIONAL   A3-11    Weapons Buyout Effort Is Accelerating in Iraq  Prime Minister Ayad Allawi ventured into the heart of Baghdad's hostile Shiite district to salute the Mahdi Army for surrendering more than 1,000 of its heavy weapons in return for cash. Officials said the buyout period would be extended and perhaps begun in other cities.   A1    Iraq's most-wanted militant has pledged his loyalty to Osama bin Laden, according to a message posted on Islamist Web sites. The militant, Abu Musab Zarqawi, is believed responsible for a number of bombings and beheadings.   A10    Little rebuilding has been done in some of the most heavily damaged zones of Najaf. The Iraqi government has taken over responsibility for the reconstruction, and both American and Iraqi officials say they have made recent progress in compensating people.   A11    Marines and Special Forces soldiers captured 17 men suspected of working with the insurgency, including a couple of midlevel leaders and a senior aide to a man believed to be organizing guerrillas.   A11    Referendum on Gaza Refused  Prime Minister Ariel Sharon of Israel rejected a demand by Jewish settler leaders that he hold a national referendum on his plan to withdraw from the Gaza Strip. Mr. Sharon says he sees no future for Jews in Gaza and intends to remove all 8,000 settlers next year.   A6    Vote in Belarus as Expected  Belarussians voted on a constitutional referendum that would allow their country's authoritarian president, Aleksandr G. Lukashenko, to seek unlimited terms in office. After a truncated campaign marred by harassment and corruption accusations, the result was considered a foregone conclusion.   A3    Militants Said to Use Drugs  Forensic analysis has determined that the militants who seized the school in Beslan last month were dependent on drugs. Russian law enforcement officials and politicians have said that those who plan such attacks use hard drugs to coerce suicide bombers or to induce a semi-alert state.   A8    Aristide Blamed for Violence  Haiti's interim prime minister, Gérard Latortue, accused the ousted president, Jean-Bertrand Aristide, of directing violence from exile. Meanwhile, 95 Chinese police officers arrived for China's first United Nations peacekeeping mission in the Western Hemisphere. They will train and provide security.   A3    Talks on Darfur Held in Tripoli  Leaders from Sudan and four regional states wound up a summit meeting in Tripoli with a joint statement rejecting any foreign intervention in the crisis-torn Sudanese region of Darfur.   A8    NATIONAL   A12-15    As Election Day Nears, New Legal Battles Begin  As the secretary of state of Ohio, J. Kenneth Blackwell, a Republican, has issued a series of rulings on obscure issues like provisional ballots, among others. Democrats sued to block a directive that they say will require election workers to reject thousands of registrations by first-time Democratic voters.   A1    Texas is the linchpin of the Republicans' national strategy to maintain or expand their slim hold on the House, with 5 of the 35 most competitive races in the country. How Texas Democrats threatened by redistricting fare may determine the shape of the Congress for years to come.   A1    Accusing President Bush of plotting to cut Social Security benefits, Senator John Kerry told voters in Florida and Ohio that Mr. Bush's plans for the retirement program could cost them as much as 45 percent of their monthly checks.   A15    Gov. Jeb Bush of Florida publicly ruled out running for president in 2008, quashing, for now, talk of putting a third Bush in the White House.   A15    Behind G.I.'s Defiance  The soldiers in Iraq who refused to deliver a shipment of fuel said their trucks were unsafe and lacked a proper armed escort. Their defiance has brought attention to the continuing problem of a lack of training, parts and equipment.   A1    Rosa Parks in a Legal Dispute  Rosa Parks is at the center of a legal controversy that her relatives say could taint her legacy. Ms. Parks's relatives have squared off against her lawyer and caretaker over who can best protect her interests, and whether lawsuits filed on her behalf protect or trivialize her name.   A12    Waste Vote's Effect  Washington voters are likely to approve a ballot question to tell the federal government not to truck more radioactive waste to the Hanford Nuclear Reservation. The question is what happens when the measure passes.   A12    NEW YORK/REGION   A17-18    Montclair and School Try To Cope With Rape Charge  The residents of Montclair, N.J., and students at its high school have been struggling to sift through the fallout in the two weeks since a 15-year old girl reported she was raped by two players on the school's football team.   B1    End of Trail for Theme Park  Frontier Town, a once popular Western theme park in North Hudson, N.Y., is being sold off. The stagecoaches, trains and covered wagons drew bids from more than 500 people on Oct. 9 and 10.   B3    Neighbors Support Workers  Community groups in New York are pioneering neighborhood-based efforts to improve the lot of workers from Greenwich Village to Park Slope.   B1    SPORTSMONDAY   D1-11    Boston Stays Alive  The Red Sox's David Ortiz hit a two-run home run in the bottom of the 12th inning to stave off elimination with a win over the Yankees, 6-4, in the American League Championship Series.   D1    Astros Tie Series  On the strength of Carlos Beltran and a tireless bullpen, the Houston Astros came back from a three-run deficit, and as a result they have come back from a two-game deficit in the National League Championship Series. Houston edged St. Louis, 6-5, in Game 4. The series resumes at Minute Maid Park on Monday night.   D1    ARTS   E1-10    OBITUARIES   B7    Pierre Salinger  The debonair, half-French investigative reporter who became famous as John F. Kennedy's White House press secretary at the height of the cold war and went on to work as a prize-winning television correspondent for ABC News in Europe, he was 79.   B7    BUSINESS DAY   C1-16    A Look Inside Marsh E-mail  Several years ago, the manager of an insurance company received an e-mail request from a counterpart at Marsh & McLennan, asking the company to send someone to a meeting to pretend to make a bid for a policy. The message, disclosed as part of a lawsuit asserting that Marsh Inc. cheated customers, even made a joke about creating an illusion of competition.   C1    Complicated Exit at Disney  Just when it appeared Michael D. Eisner, the chief executive of the Walt Disney Company, could begin enjoying the company's turnaround and his final years in charge, a lawsuit threatens to dredge up embarrassing details of his two-decade reign and complicate his exit.   C1    Big Spending for Oscar Ads  The Academy Awards are four months away, but studios are already placing ads positioning their films. The ads are expected to herald a wide-open and expensive Oscar season.   C1    Google Combats Rivals  Propelled by Google envy, new players and Internet industry giants are rushing into the online search market, setting off a burst of activity that contrasts sharply with the lull after the dot-com collapse.   C1    Business Digest   C1    EDITORIAL   A16-17    Editorials: The Middle East awaits; allegations of electoral crimes; Adam Cohen on President Bush and the Supreme Court.    Columns: William Safire and Bob Herbert.    Autos   D11  Bridge   E8  Crossword   E6  Metro Diary   B2  TV Listings   E9  Weather   B6  ",2004-10-18T05:00:00+0000
"New players and Internet industry giants are rushing into online search market, and Google is furiously stepping up efforts to add new services to fend off challengers; some experts say Google may be vulnerable because search market will increasingly be shaped by brand and other non-technology factors, shift that may play to advantage of larger competitors like Microsoft and Yahoo; other analysts see rapid growth of online advertising linked to search results leaving room for both small and large competitors; photo (M)",2004-10-18T05:00:00+0000
"So-called 'suicide sites' on Internet are bringing together Japanese people who are contemplating taking their own lives; sites contain advice on methods and 'proper' places to commit suicide, and bring together strangers for group suicides; although toll of 34 Internet-related suicides was only tiny fraction of suicides recorded in Japan last year, there were disturbing trends; Internet suicide victims tend to be in their 20's, far younger than most Japanese suicide victims; free speech laws leave police largely powerless to curb sites, but psychiatrists and social workers are starting to speak out (M)",2004-10-18T05:00:00+0000
"Internet advertisers face click fraud, in which scam artists, automated scripts and even underhanded competitors click on their ads with no intention of buying, running up fees advertisers pay to host sites; it is nearly impossible to pin down precisely how widespread click fraud has become; drawing (M)",2004-10-18T05:00:00+0000
"Travel search engines like Kayak.com search numerous e-travel agency sites, as well as airline, hotel and car rental company sites, to find and highlight best prices for customers; some travel agencies and suppliers do not want their sites scanned, arguing services should not be compared on price alone; Travelocity says it will ask Kayak to stop posting its fares; photo (M)",2004-10-18T05:00:00+0000
,2004-10-20T05:00:00+0000
,2004-10-20T05:00:00+0000
David Pogue State of the Art column on Google's Desktop Search software for searching all data stored on personal computer; drawing (M),2004-10-21T05:00:00+0000
"Ned Vizini and Adam Collett create world of tongue-in-cheek Web sites to promote Vizzini's book Be More Chill, about tiny ingestible supercomputer that gives instant advice about being cool; photo (M)",2004-10-21T05:00:00+0000
"In this lesson, students interpret a graph representing rising college tuition costs, then collect data on college tuition changes in the United States by region and create their own graphs. For homework, they make predictions about future tuition prices.",2004-10-21T05:21:00+0000
"Google reports its profit and revenue more than doubled in first quarter after its initial public offering; third-quarter net income was $52 million compared with $20.4 million year earlier; revenue increased 105 percent, to $805.9 million, from $393.9 million; company's stock closes up $8.89, or 6.33 percent, to $149.38, and gains another 8.25 percent, to $161.70, in after-hours trading; price is nearly double initial offering of $85 per share in mid-August; chief executive Eric Schmidt comments; graphs; photo (M)",2004-10-22T05:00:00+0000
"Amazon.com says profit more than tripled during third quarter; income was $54.1 million, up from $15.6 million year earlier; revenue rose to $1.46 billion from $1.13 billion last year, increase of about 29 percent; net sales grew 24 percent compared with 2003; founder-chief executive Jeffrey P Bezos comments; photo (M)",2004-10-22T05:00:00+0000
