title,pub_date
"Microsoft Corp is spurned as Time Warner decides to renew its three-year-old partnership with Google as America Online's provider of search technology and to sell Google 5 percent stake in AOL for $1 billion; deal shows just how much Google has supplanted Microsoft as force to be reckoned with in technology and raises questions about Microsoft's stated goal of becoming leader in Internet searching, as well as about its emerging plans to offer more online services under new Windows Live brand (M)",2005-12-19T05:00:00+0000
" Trade Negotiators in Hong Kong Set Deadline to Cut Export Subsidies  Trade ministers representing most of the world's governments reached a deal in Hong Kong that sets a deadline for wiping out subsidies of agricultural exports by 2013, realizing a goal that United States negotiators have been pursuing for two decades. [Page C1.]    AOL Deal Is a Sign of Google's Dominance  As recently as two weeks ago, Microsoft believed it was going to win the endorsement of Time Warner, AOL's parent, to form an advertising venture with AOL and become its provider of Web search services. But tomorrow Time Warner is expected to announce that it will instead renew its longstanding partnership with Google as the provider of its search tools. The turn of events shows just how much Google has supplanted Microsoft as the force to be reckoned with in technology. Advertising. [C1.]    Filmmakers Seek Alternative Distribution Methods  In the last several months, new ventures have been formed to help filmmakers find their audience -- online, on DVD and at the movie theater. Smaller movies with limited appeal could have the most to gain from alternative distribution, either through movie downloads or by bypassing studios altogether and selling DVD's directly to consumers. As many entrepreneurs did in the early days of the 1990's dot-com craze, they are experimenting with untested business models. [C1.]    Satellite Radio Services Experience 'Stern Effect'  Sirius Satellite Radio's $500 million investment to add Howard Stern to its programming starting in January has already paid big dividends -- even for its rival, XM Satellite Radio. ''Howard Stern has raised the awareness of the entire satellite radio category,'' said Hugh Panero, XM's president. [C1.]    A Disappointing Fall for the WB Network  Thirteen weeks into the fall television season, the WB Network has lost ground among the younger viewers it prizes. Of the four WB shows introduced in September, only ''Supernatural,'' about two brothers who confront evil apparitions while on an extended road trip, has made a mark with viewers. ''Related,'' an hourlong show that follows the lives of four adult sisters, left, started poorly but has picked up some viewers since moving to Monday nights. ''Twins,'' a comedy starring Melanie Griffith that is broadcast on Fridays, continues to run but has not caught on. [C7.]    Heads Roll as Time Inc. Tries to Make Its Numbers  Time Inc. is confronting profound changes in the market and a poor advertising cycle that has left the once-patrician publishing house scrambling to make its numbers, reorganizing in fits and starts, and last week, cutting loose some of its more valuable human assets. David Carr. [C1.]    Plan Aims to Remove Hurdles to Research  To remove obstacles to joint research, four leading technology companies and seven American universities have agreed on principles for making software developed in collaborative projects freely available. [C6.]    Xbox Fails to Generate Much Excitement in Japan  In the United States, Microsoft's Xbox 360 video game console has been so popular it is hard to find it on store shelves. But in Japan, the second-largest video game market, sales have been disappointing. [C6.]    Small Internet Retailers Gain Web Advantage  In the fast-changing world of Internet commerce, analysts say, smaller merchants have gained two important advantages: Google, and consumers who are fussier than ever. Bob Tedeschi: E-Commerce Report. [C6.]    In Maine, a Far-Flung Internet Effort  Maine's governor is leading an initiative to bring wireless Internet service to 90 percent of Maine communities that meet a population threshold (five people per square mile) by 2010. [C3.]",2005-12-19T05:00:00+0000
,2005-12-20T05:00:00+0000
"Increased openness in digitally networked world is causing security concerns in governments around world; several nations voice alarm about Google Earth, free software that marries satellite and aerial images with mapping capabilities, offering detailed displays of government buildings, military installations and other important sites within their borders; India, whose laws sharply restrict satellite and aerial photography, is particularly incensed, as are South Korea and Thailand; there is little they can do but protest; American experts in and outside government agree that focus on Google Earth as security threat appears misplaced; note same images Google acquires from variety of sources are available directly from imaging companies, as well as from other sources; photos (M)",2005-12-20T05:00:00+0000
"Last week I wrote about the lawsuit concerning Wikipedia, whose trustworthiness is suddenly under the microscope. I wondered if the lawsuit was evidence that trust in Wikipedia is further deteriorating, but a reader has just let me know that the lawsuit may, in fact, have more devious purposes:",2005-12-20T05:00:00+0000
"Executives close to negotiations between Google and America Online say that as part of deal being worked out between them, Google will provide AOL with $300 million worth of advertising on Google's Web sites, intended to draw Google search users to related content on AOL's sites, and that at AOL's request, Google will begin to experiment with various forms of graphical ads on its heretofore spare pages and make same formats available to other advertisers; say Google will also help put content from AOL on other parts of its site, such as One Box, which puts very specific links and content above regular results for certain search topics (M)",2005-12-20T05:00:00+0000
" INTERNATIONAL   A3-19    Early Voting Results Are In, And Shiite Coalition Leads  Early voting results announced by Iraqi electoral officials indicated that religious groups, particularly the main Shiite coalition, had taken the lead. The secular coalition led by Ayad Allawi, the former prime minister, had won only meager support in provinces where it had expected to do well, including Baghdad.   A1    Sharon's Stroke Fallout  Prime Minister Ariel Sharon of Israel is expected to be released from the hospital with little damage from a mild stroke, his doctors said. His chances for re-election were a subject of much speculation here, along with the reactions of supporters to his recent vulnerability.   A12    Afghan Parliament Sworn In  Afghanistan's first democratically elected Parliament in more than 30 years was sworn in before President Hamid Karzai, as well as the former king, Muhammad Zaher Shah, and foreign dignitaries. This is the final step in an accord sponsored by the United Nations that began after the fall of the Taliban.   A19    Armenian Aid, With Strings  President Bush's foreign aid program, the Millennium Challenge Corporation, announced that it will give $236 million to Armenia. However, the country's rulers were warned that the assistance would be suspended or terminated if its record on political rights continues to deteriorate.   A7    Fox Attacks Immigration Bill  Furious about a tough immigration bill passed by the United States House of Representatives, President Vicente Fox of Mexico publicly condemned the measure. He described it as a setback in relations and as a troubling reflection of America's willingness to tolerate xenophobia.   A6    NATIONAL   A20-28    Bush Asserts Authority For Domestic Spying  President Bush and two of his most senior aides argued that the highly classified program to spy on suspected members of terrorist groups grew out of the president's constitutional authority and a Congressional resolution in 2001 that authorized him to use military force against those responsible for the Sept. 11 attacks.   A1    F.B.I. Records Show Spy List  Counterterrorism agents at the Federal Bureau of Investigation have conducted numerous surveillance and intelligence-gathering operations that involved, at least indirectly, advocacy groups active in causes including the environment, animal cruelty and poverty relief, new agency records show.   A1    20 Killed in Florida Plane Crash  A 1940's-era seaplane crashed off the southern tip of Miami Beach, killing all 17 adults and 3 children aboard as it plunged into calm blue waters.   A20    Youth Is Found Competent  A youth who was convicted in 2001 of stomping a 6-year-old playmate to death was ruled mentally competent for a hearing that will determine whether he is returned to prison, perhaps for life.   A20    Infection Drug Taken Off Shelf  Federal drug regulators removed from the market a radiological drug called NeutroSpec after 2 people died and 20 others became gravely ill moments after receiving it.   A26    Teenage Drug Abuse Rises  Alcohol abuse and cigarette smoking among teenagers are at historic lows, but the number of high school students abusing prescription drugs like Oxycontin is rising, with sedative abuse at its highest in 26 years, according to a national study.   A20    NEW YORK/REGION   B1-8    Transit Workers Vote To Strike, Walkout Delayed  Leaders of the transit workers' union rejected the Metropolitan Transportation Authority's latest contract offer last night, and voted to call a strike shortly after 1 a.m. this morning, according to two members of the union's executive board. But early this morning union leaders remained divided on whether to actually proceed with the walkout.   A1    G.O.P. Debates Nominees  Most New York State Republican leaders have made it clear that they no longer want Jeanine F. Pirro to run for the United States Senate. But they have not united behind an alternative candidate.   B5    SCIENCE TIMES   F1-8    Health & Fitness   F5    SPORTSTUESDAY   D1-6    Devils Coach Quits  Larry Robinson, coach of the New Jersey Devils hockey team, abruptly quit over the weekend, citing stress and poor health following the Devils' frustrating and uncharacteristically mediocre start.   D1    ARTS   E1-10    OBITUARIES   A28-29    Vincent (Chin) Gigante  The mobster, who feigned mental illness for decades to camouflage his position as one of the nation's most influential and dangerous Mafia leaders, was 77.   A29    BUSINESS DAY   C1-18    Security and Google Maps  Google Earth, free software that combines satellite and aerial images with mapping capabilities, has met with opposition from several nations that object to it because of national security concerns.   A1    TV Measure Moves Forward  The House of Representatives moved to provide millions of households with coupons to buy equipment to keep their televisions working after broadcasters switch from analog to digital signals.   C1    Italian Bank Official Resigns  Antonio Fazio, the governor of the Bank of Italy, resigned after managing for months to fend off calls to step down. He found himself in a precarious situation last week after prosecutors began investigating him for insider trading.   C1    Business Digest   C2    EDITORIAL   A30-31    Editorials: The fog of false choices; Hong Kong holding pattern; last-minute budget madness; rushing to execute in Texas.    Column: Nicholas D. Kristof.    Crossword   E8  TV Listings   E9  Weather   D8    ",2005-12-20T05:00:00+0000
Tomb of two Egyptians Niankhkhnum and Khnumhotep stirs controversy over relationship between two men who were manicurists to King; paintings depict them in close embrace similar to way married couples are pictured; Dr David O'Connor of New York University Institute of Fine Arts holds that men were conjoined twins; other Egyptologists say men were gay couple and others believe they were twins or at least brothers; evidence supporting various theories and implications of findings on current view of Egyptian culture discussed; tomb and paintings described; photos; drawings (L),2005-12-20T05:00:00+0000
" Google Earth's Satellite Images Cause Concern About Security Among Government Officials  When Google introduced Google Earth, free software that marries satellite and aerial images with mapping capabilities, the company emphasized its usefulness as a teaching and navigation tool and the pure entertainment value of high-resolution flyover images of the Eiffel Tower, Big Ben and the pyramids. But since its debut last summer, Google Earth has received attention of an unexpected sort. Officials of several nations have expressed alarm over its detailed display of government buildings, military installations and other sensitive sites within their borders. [Page A1.]    Users of Google will soon see something they are not used to on the notoriously spare site: advertising with logos and graphics. And the changes in Google will be evident beyond its expanded partnership with America Online, according to two executives close with the two companies' negotiations. [C1.]    House Moves to Help Consumers Adjust to Digital TV  The House moved to provide coupons for millions of households to buy equipment to keep their televisions working after broadcasters switch to digital signals. But consumer groups warned that the new law would still impose significant costs. [C1.]    Delphi Eases Demands on Its Unions  Delphi told its unions that it would withdraw its most recent proposal to cut wages and benefits. In a move that suggests the two sides may be able to reach an agreement outside of bankruptcy court, Delphi also said it would delay filing a motion to void its current labor contracts. [C7.]    HSBC's Investment Banking Grows in the Middle East  More than two years after beginning an ambitious push into investment banking, HSBC is still struggling to win work as an adviser on big deals. Except, that is, in the Middle East, where a flood of petrodollars and HSBC's long history have helped the bank win several deals. HSBC's investment banking chief executive, John J. Studzinski, above, said the company used its emerging markets platform to build its investment banking operations. [C5.]    FPL Confirms Its $11 Billion Bid for Constellation Energy  The FPL Group announced its $11 billion acquisition of Constellation Energy, one of the largest such transactions ever in American electricity industry, with a focus on using two decidedly retro energy sources, coal and nuclear power, to make the deal work. [C4.]    Carlyle Group Takes Stake in Big Chinese Insurer  In one of the largest private equity deals ever done in China, the Carlyle Group, the global private equity firm, has agreed to invest $410 million for a 25 percent stake in the China Pacific Life Insurance Company, gaining a foothold in the world's fastest-growing life insurance market. [C7.]    Bank of Italy Governor Agrees to Step Down  Antonio Fazio, the governor of the Bank of Italy, resigned, ending six months of resistance to calls to step down. [C1.]    Patents in BlackBerry Dispute Are Unlikely to Stand  The United States Patent and Trademark Office has told NTP and Research In Motion that NTP's patents on wireless e-mail service provided by the BlackBerry hand-held device are likely to be struck down. [C5.]    Fox Unit to Start Division to Make Films for Teens  The News Corporation's Fox Filmed Entertainment unit said it was starting a division to create films and other entertainment for teens and young adults. The operation will be led by Peter Rice, who will continue in his role as president of Fox Searchlight, the studio's arthouse division. [C5.]    Cablevision Cancels a $3 Billion Dividend  The Cablevision Systems Corporation canceled a $3 billion dividend after saying that the company had violated certain debt agreements, the latest in a series of strategic reversals at the company. [C5.]    Ranbaxy to Continue Challenging Patented Drugs  The Indian drug maker Ranbaxy Laboratories said it would not back down from its strategy of challenging patents and making generical drugs, despite its loss to Pfizer in a patent challenge to Lipitor, the cholesterol drug. Stock in Pfizer, meanwhile, rose 8 percent. [C7.]    Technology Setback Leads Stocks Lower  Wall Street's hopes of prolonging its year-end rally were set back as traders sold stocks and the technology sector posted a decline. The Dow Jones industrial average fell 39.06 points, to 10,836.53. The Standard & Poor's 500-stock sank 7.40 points, to 1,259.92, and the Nasdaq fell 29.74 points, to 2,222.74. [C10.]    Insider Trading Plea in Sirius Satellite Shares  The former president of the accounting firm that manages Howard Stern's tax and financial affairs pleaded guilty to illegal insider trading in shares of Sirius Satellite Radio after learning that Mr. Stern was contemplating a move to the satellite radio company. [C4.]    Media Companies Join the Holiday Sales Fray  Media companies like Time Warner and XM Satellite Radio have jumped into the holiday sales fray in a big way this year, pitching an array of merchandise to consumers as holiday gifts. Advertising. [C5.]",2005-12-20T05:00:00+0000
"America Online formally announced a revived partnership with Google yesterday, a deal that affirmed AOL's value less than a year after a chorus of calls for its parent, Time Warner, to shedthe division as a lost cause.      Google said it had agreed to buy 5 percent of AOL for $1 billion and to provide advertising credits for AOL to promote its Web sites on Google's search service. Those advertising credits total $300 million over the five-year term of the deal, according to an executive involved in the negotiations.  ",2005-12-21T05:00:00+0000
"Correction of caption with Dec 20 article about Google Earth satellite imaging service; shown was Cathedral of St Basil in Red Square, not Kremlin",2005-12-21T05:00:00+0000
Corrections: For the Record,2005-12-21T05:00:00+0000
"Barton M Biggs, former Morgan Stanley strategist who now runs Traxis Partners, $1.5 billion hedge fund firm, writes about stressed-out lives of hedge fund managers in forthcoming book called Hedge Hogging; managers he describes, who are 'composites' or 'impressionistic glimpses' of real people and have been given made-up names, struggle to maintain their lavish lifestyles as their funds suffer loss; one shuts his fund after only three years after suffering losses of more than 16 percent; another is stung by losses after moving into palatial estate in Greenwich, Conn, center of hedge fund world; empathy Biggs displays may reflect his own bumpy experience as manager, which he describes in book; photo (M)",2005-12-22T05:00:00+0000
"WITH President Bush's proposed tax cuts for top earners struggling to get political traction in early 2001, Representative Tom Osborne, Republican of Nebraska, rose to the White House's defense on the House floor.      ''The bottom line is that it's your money,'' he said, ''and you know how to spend it much better than anyone in Washington, D.C.''  ",2005-12-22T05:00:00+0000
"Jeffrey L Bewkes is named president and chief operating officer of Time Warner, in line to succeed chief executive, Richard D Parsons, who is fending off efforts by some investors to break up company; has served for last three years as Parsons's co-deputy along with Don Logan, who has openly contemplated retirement for some time but will continue as consultant to company and as nonexecutive chairman of Time Warner Cable; photo of Parsons, Logan and Bewkes (M)",2005-12-22T05:00:00+0000
,2005-12-22T05:00:00+0000
,2005-12-22T05:00:00+0000
" Apax Partners Is Said to Agree to Buy Tommy Hilfiger for $1.54 Billion  Tommy Hilfiger, the struggling clothier whose fashions have gone from country club preppy to hip-hop baggy and back again, agreed late yesterday to be bought by Apax Partners, a private equity firm for $1.54 billion in cash, according to people involved in the negotiations. [C1.]    Europe Warns Microsoft of $2 Million a Day Fine  The European Commission turned up the heat on Microsoft, threatening to fine it more than $2 million a day unless it agrees to share more technical information with competitors. The commission's warning is the latest salvo in its increasingly heated dispute over just what Microsoft must do to comply with a 2004 antitrust ruling by the European Union. [Page C1.]    Microsoft said that it had reached a settlement with Google Inc. and a former Microsoft employee, Kai-Fu Lee, ending a legal battle that had exposed behind-the-scenes rancor between the companies. [C5.]    Kuwait Nears Opening Oil Production to Foreigners  Ending nearly a decade of debate and delays, Kuwait is close to opening its lucrative oil production business again to foreign companies, 30 years after they were expelled. [C1.]    Nationalism and Nepotism in Oil-Rich Kazakhstan  Fueled with growing wealth from energy exports, Kazakhstan's economy reflects an intermingling of politics and business, widespread corruption and -- perhaps more than in any oil state outside the Middle East -- a prominent role for members of the president's family. [C1.]    Rivals' Drugs Challenge Amgen's Dominance  For years, the biotechnology giant Amgen has wielded a near monopoly over its industry's most lucrative franchise, the anemia drugs on which hundreds of thousands of American kidney and cancer patients and their insurers spend billions of dollars each year. But now, Amgen's money machine is coming under attack. Several companies are developing anemia drugs to compete against Epogen and Aranesp, the blockbusters that will account for nearly half of Amgen's expected $12 billion in revenues this year. But Amgen will not give up its empire without a fight. [C1.]    Outsourcing Firm Could Be Bought for $8 Billion  A consortium of investment firms is in talks to acquire Affiliated Computer Services, a technology outsourcing company with clients that include General Electric and McDonald's, for about $8 billion in cash, according to people briefed on the negotiations. [C6.]    Deal Would Create World's Largest Gold Producer  Barrick Gold plans to acquire Placer Dome after improving its offer to $10.4 billion in a deal that would create the world's biggest gold producer. [C6.]    Consumer Spending Rose in November  Consumers increased spending by 0.3 percent in November even though the growth in their incomes slowed a bit, the government reported. [C4.]    Major Stock Indicators Show Increases  The Dow Jones industrial average rose 55.71, to 10,889.44. The Standard & Poor's 500 index added 5.33, to 1,268.12, and the Nasdaq composite index gained 14.83, to 2,246.49. [C10.]    In London, Hopes for Bountiful Bonuses  Because of a surge in European deals, many bankers in London are hoping that this is the year when their year-end bonuses, which have traditionally lagged behind those of their counterparts across the Atlantic, rise to a comparable level. Street Scene. [C7.]    Banker Nominated for Crucial European Post  The European Central Bank faces a potentially crucial change in its senior leadership, as German officials confirmed that Jürgen Stark, left, a prominent central banker, would be nominated to the bank's executive board. Mr. Stark, whose nomination is subject to approval by European leaders, would succeed Otmar Issing as the German representative on the six-member board, which runs the bank's daily affairs. Mr. Issing, who also functions as the bank's chief economist, will retire at the end of May. [C16.]    Ex-Chairman of Goldman Sachs Assails Spitzer  In an op-ed article in The Wall Street Journal, John C. Whitehead, the former chairman of Goldman Sachs who now heads the corporation responsible for rebuilding Lower Manhattan, accused Eliot Spitzer, New York's attorney general, of declaring ''war between us'' and warning that he would ''pay dearly for what you have done.'' [C4.]    Ad Campaign Urges Prenuptial Platinum  The platinum industry, through an elaborate advertising campaign, is introducing what it considers to be an updated message about marriage, complete with its own tagline: ''Your Love Has Just Gone Platinum.'' [C4.]    Ford Workers Agree to Pay More for Health Care  Hourly workers at the Ford Motor Company narrowly approved an agreement that would require hourly workers and retirees to pay more for their health care, the United Auto Workers union said. [C10.]",2005-12-23T05:00:00+0000
"Correction of Dec 20 article on foreign governments' security concerns regarding satellite photography available through Google, regarding security measures applied to some of imagery",2005-12-27T05:00:00+0000
"An article on Saturday about the resolution of the United Nations budget impasse omitted at one point a country among the five that put forward the spending cap that provides the framework for the accord. In addition to Australia, Canada, Japan and New Zealand, the group included the United States.",2005-12-27T05:00:00+0000
,2005-12-27T05:00:00+0000
" To the Editor:     Re ''Google Offers a Bird's-Eye View, and Some Governments Tremble'' (front page, Dec. 20):     My father and I sat through wonderful hours of zooming and scanning over mountains and valleys to locate the village of his youth.      At 65 and in questionable health, he knows that he cannot return to his hometown on the banks of the Yalu River in North Korea. Yet we followed the twists and turns of the river to the short stretch between two dams that span the river, dividing China and North Korea.  ",2005-12-27T05:00:00+0000
"Article in series on gold mining around the world, The Cost of Gold, examines how American-owned company has been allowed to dump billion tons of mine waste directly into jungle river in easternmost province of Indonesia; Freeport-McMoRan's intricate web of political and military ties has shielded it from rising pressures that other gold miners have faced to clean up their practices; it has managed to maintain nearly impenetrable redoubt as it taps one of Indonesia's richest assets; company records show that from 1998 through 2004, Freeport gave Indonesian military and police generals, colonels, majors and captains, and military units, nearly $20 million; company is among biggest sources of revenue for government; its importance to Indonesia's treasury and its carefully cultivated cocoon of support have helped secure it against challenges from local people, environmental groups, even Indonesia's own Environment Ministry, which repeatedly warned company that it was breaching environmental laws; about 90 square miles of wetlands are virtually buried in Fremont's mine waste, nearby pristine rain forest that has been granted special status by United Nations; photos; map (L)",2005-12-27T05:00:00+0000
,2005-12-28T05:00:00+0000
"We start the new year with the same old fear: Dick Cheney.     The vice president, who believes in unwarranted, unlimited snooping, is so pathologically secretive that if you use Google Earth's database to see his official residence, the view is scrambled and obscured. You can view satellite photos of the White House, the Pentagon and the Capitol -- but not of the Lord of the Underworld's lair.  ",2005-12-28T05:00:00+0000
"The enemies were on high alert and the blogosphere had a juicy news flash: Susan P. Kennedy, a prominent Democrat who will soon take over as Gov. Arnold Schwarzenegger's chief of staff, was spotted having lunch with the chairman of the California Republican Party at a popular steakhouse here called Chops.     ''You should know our sellout Susan Kennedy is having lunch at Chops right now with your party chairman -- probably re-registering,'' the blog, Flashreport, reported recently, quoting a Democrat as one of two informants about the lunch.  ",2005-12-28T05:00:00+0000
 The Matrix notes the number of real estate blogs with “bubble” in their names. Commentator Jonathan Miller says:,2005-12-28T15:30:35+0000
Google Maps mash-ups continue to proliferate. Real Estate Advisor scoops real estate ads out of local newspapers and real estate agents’ sites and plots them onto a Google map. (Why haven’t newspapers done this themselves?) ,2005-12-28T15:34:38+0000
"ON New Year's Eve, don't be surprised to witness more heartfelt celebrating than usual; 2005 was not a year noted for its tidings of good cheer, and plenty of people will be happy to see it go.     Still, there were inspiring and gratifying success stories if you knew where to look -- and the high-tech industry was one of them. Google Earth redefined how we think of our planet, the Razr phone proved that people do care about beauty, and the iPod -- well, you know all about the iPod.  ",2005-12-29T05:00:00+0000
"Online retailers, whose growth was expected to level off after a decade of dizzying gains, experienced a stellar holiday season, according to two preliminary reports released yesterday, as traditional stores like Wal-Mart and Target cemented their place on the Web.     Consumer spending online reached $18.1 billion in November and December, a 25 percent increase over 2004, according to the research firm ComScore Networks.  ",2005-12-30T05:00:00+0000
"As William H. Miller III, the mutual fund maverick, nears his 15th year of surpassing the Standard & Poor's 500-stock index, some 13,000 brokers at Citigroup are cheering him on.     If the streak holds, Mr. Miller will remain the most valuable asset of Legg Mason at a time when the firm is assuming a larger profile in the money management business.  ",2005-12-30T05:00:00+0000
"IT was a year of apocalyptic events. Hurricanes and floods and earthquakes humbled us. Holy wars raged at home and abroad. Deep Throat was unmasked, but the hero of Watergate, Bob Woodward, re-emerged in a strange new guise, covering up White House secrets. Avian flu lurked. Brad dumped Jen, the girl next door, and took up with the enchantress Angelina.  ",2005-12-30T05:00:00+0000
,2005-12-30T05:00:00+0000
"LOS ANGELES — Money is the mother's milk of disaster relief. And over the last 12 months - with the Indian Ocean tsunami, the hurricanes on the Gulf Coast and the Pakistan earthquake - fund-raising records have been broken by the King Kong of relief agencies, the American Red Cross, and by many smaller organizations as well.",2006-01-03T05:00:00+0000
Scientists who study evolution of visual signaling identify behaviors and features that exemplify what is cute; utilizing cute images has been found to be both persuasive and disarming; Dr Sonia A Duffy of Veterans Affairs Medical Center at University of Michigan leads study that finds anti-smoking messages with cute cartoon characters are more persuasive to young viewers than those without cute elements; research is published in Archives of Pediatrics and Adolescent Medicine; photos (L),2006-01-03T05:00:00+0000
"MONEY is the mother's milk of disaster relief. And over the last 12 months -- with the Indian Ocean tsunami, the hurricanes on the Gulf Coast and the Pakistan earthquake -- fund-raising records have been broken by the King Kong of relief agencies, the American Red Cross, and by many smaller organizations as well.     While much of this money goes to worthy rescue and rebuilding projects, most Americans are unaware that a shocking amount never ends up helping the people it was intended for. In some cases, agencies take in so much aid that they simply cannot spend it all on one disaster. Sometimes the newly flush groups do little because they have no significant history of working in the stricken area or no experience dealing with a particular type of disaster. Worse, some agencies use the money to push agendas that have little to do with victims' immediate needs.  ",2006-01-03T05:00:00+0000
,2006-01-03T05:00:00+0000
"RentSlicer, the compendium of rental listings mashed onto a Google map, has begun to move on from its Los Angeles base. It just started a San Francisco version and says that Seattle is next. — DAMON DARLIN",2006-01-03T16:02:25+0000
"The best thing about the Google map mashups is that they never end. Every time you find a good one, an even better one pops up. Here is the latest that has caught my eye: StreetEasy.com.",2006-01-03T16:11:49+0000
"Stocks began the year yesterday with their biggest rally since October, sparked by a signal that the Federal Reserve may soon stop raising interest rates.     Prices surged after the Fed released minutes of a December meeting where policy makers lifted the benchmark lending rate for the 13th consecutive time. The number of additional increases needed to restrain inflation ''probably would not be large,'' according to the minutes.  ",2006-01-04T05:00:00+0000
"A picture with an article in Business Day on Monday about the International Consumer Electronics Show in Las Vegas was published in error. It showed Sergey Brin, a co-founder of Google, not his partner, Larry Page, who is speaking at the conference.  ",2006-01-04T05:00:00+0000
,2006-01-04T05:00:00+0000
,2006-01-04T05:00:00+0000
Corrections,2006-01-04T05:00:00+0000
,2006-01-05T05:00:00+0000
,2006-01-05T05:00:00+0000
"YOU thought the apocalypse was upon us when Apple switched to processor chips from Intel, which Mac fans had considered the Dark Side for more than 20 years?      Well, try this on for size: Palm's new Treo 700W cellphone-organizer runs on software from Microsoft. Yes, that Microsoft, whose palmtop software was mocked by Palm employees for years as bloated and inefficient.  ",2006-01-05T05:00:00+0000
" S.E.C. Announces Agreement On Corporate Financial Penalties  The Securities and Exchange Commission, trying to put several years of angry battles behind it, announced an agreement on principles governing when the agency will impose financial penalties on companies and when it will refrain from doing so. [Page C1.]    After Enron, Corporate Change Moves Slowly  As former top executives of Enron head to a criminal trial, changes at American companies as a result of the scandal have been more muted than many once expected. [C1.]    Album Sales in U.S. Declined 7% Last Year  Sales of music albums in the United States fell 7 percent last year, to 618.9 million units, according to Nielsen Soundscan data. Sales of digital tracks are increasing rapidly, but not enough to compensate for the decline: overall sales of music are down about 4 percent if 10 tracks counts as an album. [C1.]    2005 Auto Sales Show Shift in Consumer Tastes  For automakers, 2005 will go down as the year when cars made a comeback and sport utilities stumbled. It will also be remembered as the year when Detroit's auto companies held their lowest market share, although Chrysler broke from its Motor City rivals and posted the only sales increase among the Big Three. [C1.]    Higher Fees Ahead for Advice From I.R.S.  Starting next month, the Internal Revenue Service will charge much higher fees to rule in advance on certain tax questions. [C1.]    Ukraine and Russia Settle Conflict Over Natural Gas  Ukraine and Russia settled their dispute over the price of natural gas with a deal that allowed both countries to save face, although Ukraine walked away with cheaper prices than most of Russia's other customers. [A6.]    Sovereign Bancorp Delays Its Annual Meeting  A clash between Sovereign Bancorp's board and several large shareholders could be pushed back at least four months after the bank took the unusual step of postponing its annual meeting. Sovereign said it was delaying the annual meeting, typically held in April, until after Aug. 31 so that management could have more time to ''focus its full attention'' on a complex three-way deal, in which it will sell a roughly 20 percent stake to Banco Santender of Spain and then use the proceeds to help buy Independence Community Bank, based in New York. Market Place. [C11.]    Plan Would Require Expansion of Health Coverage  In a national campaign aimed squarely at Wal-Mart, lawmakers in 30 states are preparing to introduce legislation that would require large corporations to expand their health insurance coverage, according to the A.F.L.-C.I.O., which planned to announce the initiative this morning. [C6.]    Chloé Creative Director Is Said to Be Leaving  Chloé, the French fashion house that has been expanding to meet demand for its chic dresses and handbags, is expected to announce that its creative director, Phoebe Philo, has resigned and will leave the company. [C3.]    Major Stock Indicators Post Modest Increases  Stocks rose moderately. The Dow Jones industrial average rose 32.74 points, to 10,880.15. The Standard & Poor's 500-stock index rose 4.66 points, to 1,273.46, a four-and-a-half-year high. The Nasdaq rose 19.72 points, to 2,263.46, reflecting a $10.01 jump in Google after Bear Stearns upgraded the stock. [C12.]    Mining Company Executive Defends Safety Record  Wilbur L. Ross Jr. accepts the common perception of him as a consummate cost cutter. But he bridles at any suggestion that his focus on the bottom line in any way led to the explosion that killed 12 men in the West Virginia mine that his company owns. [A20.]    Vice Chairman at MTV Is Leaving Viacom  In a move that caught Wall Street and the media industry by surprise, Viacom said that Herb Scannell, a vice chairman of MTV Networks and president of Nickelodeon Networks, was leaving the company. [C2.]    Time Inc. Promotes Top Editor of People  John Huey, on his fourth day as editor in chief of Time Inc., promoted Martha Nelson, the top editor at People magazine, to a new position as head of the People Group of publications, making her responsible for expanding the magazine's role as Time's leading profit generator. Larry Hackett, formerly the No. 2 editor at People, was appointed as managing editor, succeeding Ms. Nelson, the company said. In the role, Ms. Nelson will oversee People, Teen People, People en Español and People.com, the publication's Internet site, as well as take responsibility for various projects. [C2.]    Networks to Try English-Language Telenovelas  ABC and CBS are exploring the creation of English-language versions of telenovelas, melodramatic programs traditionally broadcast in Spanish, that could appear his summer. Stuart Elliott: Advertising. [C6.]",2006-01-05T05:00:00+0000
,2006-01-06T05:00:00+0000
"Two ascending Internet giants, Google and Yahoo, were planning to make plain Friday that they intend to move aggressively beyond the Internet browser and onto the television screen.",2006-01-06T05:00:00+0000
"Two ascending Internet giants, Google and Yahoo, are to make plain today that they intend to move aggressively beyond the Internet browser and onto the television screen.      The two companies, already the most popular services for searching and organizing the vast information on the World Wide Web, want to perform the same function for television, which will increasingly be delivered over the Internet.  ",2006-01-06T05:00:00+0000
"The new year stock rally fizzled yesterday as disappointing sales at Wal-Mart Stores weighed on retailers and falling oil and natural gas prices hurt energy producers.     The Standard & Poor's 500-stock index and the Dow Jones industrial average were little changed, failing to sustain initial gains. The S.& P. 500 increased 0.02 point, to 1,273.48, while the Dow average rose 2 points, to 10,882.15. The Nasdaq composite index, which gets 45 percent of its value from technology shares, rallied 13.41 points, or 0.6 percent, to 2,276.87. The Nasdaq was helped by Xilinx Inc., the world's largest maker of programmable chips; it said sales last quarter beat its estimates.  ",2006-01-06T05:00:00+0000
